City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Ixtapa,MX,20.7,-105.2,76.23,73,90,13.8,overcast clouds
474,Kaniama,CD,-7.5667,24.1833,66.51,50,0,4.97,clear sky
475,Cordoba,AR,-31.4135,-64.1811,69.76,51,0,5.99,clear sky
476,Qingdao,CN,36.0986,120.3719,69.21,84,7,7.38,clear sky
477,Xiamen,CN,24.4798,118.0819,79.3,86,99,3.89,overcast clouds
478,Kogon,UZ,39.7228,64.5517,75.24,31,0,6.91,clear sky
479,Itoman,JP,26.1247,127.6694,84.58,89,75,8.05,broken clouds
480,Ambulu,ID,-8.345,113.6058,72.73,90,5,3.04,clear sky
481,Yenagoa,NG,4.9247,6.2642,75.83,91,99,1.95,overcast clouds
482,Eluru,IN,16.7,81.1,80.1,81,100,10.65,moderate rain
483,Sabang,ID,5.8933,95.3214,82.78,76,100,17.38,overcast clouds
484,Jamame,SO,0.0722,42.7506,75.67,81,94,11.14,overcast clouds
485,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,87,37,3.44,scattered clouds
486,Erzin,TR,36.9559,36.2,71.01,86,13,1.74,few clouds
487,Airai,TL,-8.9266,125.4092,60.1,79,60,3.0,broken clouds
488,Aklavik,CA,68.2191,-135.0107,66.42,35,100,15.46,overcast clouds
489,Ambilobe,MG,-13.2,49.05,69.58,94,39,2.13,scattered clouds
490,Marina,US,36.6844,-121.8022,91.58,72,20,5.01,few clouds
491,Khandyga,RU,62.6667,135.6,60.78,60,96,3.22,overcast clouds
492,Soe,ID,-9.8607,124.284,66.07,87,48,4.56,scattered clouds
493,Touros,BR,-5.1989,-35.4608,77.9,77,1,12.66,clear sky
494,Gornyak,RU,50.9942,81.4661,49.73,83,99,3.33,overcast clouds
495,Oktyabrskiy,RU,54.4815,53.471,57.42,95,70,6.71,broken clouds
496,Patharia,IN,23.9,79.2,82.69,61,61,4.65,broken clouds
497,Azangaro,PE,-14.9167,-70.2167,44.96,56,80,5.23,broken clouds
498,Tabas,IR,33.5959,56.9244,89.28,14,0,5.17,clear sky
499,Srednekolymsk,RU,67.45,153.6833,65.39,32,81,9.31,broken clouds
500,Padang,ID,-0.9492,100.3543,78.94,76,96,4.03,overcast clouds
501,Huarmey,PE,-10.0681,-78.1522,67.5,80,2,8.77,clear sky
502,Leshukonskoye,RU,64.8989,45.7622,58.39,56,89,5.61,overcast clouds
503,Roald,NO,62.5833,6.1333,51.91,76,90,12.66,overcast clouds
504,Hambantota,LK,6.1241,81.1185,79.75,82,46,19.06,scattered clouds
505,Vaitape,PF,-16.5167,-151.75,80.28,76,37,15.14,scattered clouds
506,Mahayag,PH,8.1183,123.4455,77.31,91,77,1.61,broken clouds
507,Bac Lieu,VN,9.285,105.7244,79.47,82,100,11.7,overcast clouds
508,Lompoc,US,34.6391,-120.4579,89.13,75,1,14.97,clear sky
509,Mehran,IR,33.1222,46.1646,84.45,17,0,21.07,clear sky
510,Nara,JP,34.6851,135.8049,73.49,73,100,2.06,overcast clouds
511,Turayf,SA,31.6725,38.6637,78.19,25,0,7.05,clear sky
512,Bandarbeyla,SO,9.4942,50.8122,78.93,73,52,28.83,broken clouds
513,Vallenar,CL,-28.5708,-70.7581,59.16,64,0,3.42,clear sky
514,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,69.24,50,3,6.33,clear sky
515,Nivala,FI,63.9167,24.9667,55.69,98,100,5.59,light rain
516,Rivers,CA,50.0308,-100.2403,72.54,52,2,12.57,clear sky
517,Nago,JP,26.5881,127.9761,84.63,86,99,7.61,overcast clouds
518,Cortez,US,37.3489,-108.5859,95.52,4,1,12.66,clear sky
519,Quatre Cocos,MU,-20.2078,57.7625,74.08,76,39,16.49,light rain
520,Lorengau,PG,-2.0226,147.2712,84.52,70,11,11.43,few clouds
521,Goderich,CA,43.7501,-81.7165,76.21,81,75,4.52,broken clouds
522,Vejen,DK,55.4833,9.15,55.6,76,10,13.8,clear sky
523,Port Blair,IN,11.6667,92.75,82.81,82,99,19.91,overcast clouds
524,Hervey Bay,AU,-25.2986,152.8535,60.03,69,53,3.0,broken clouds
525,Hay River,CA,60.8156,-115.7999,58.48,60,84,6.17,broken clouds
526,Sisimiut,GL,66.9395,-53.6735,38.44,81,24,5.48,few clouds
527,Turinskaya Sloboda,RU,57.6232,64.3858,53.19,73,74,3.27,broken clouds
528,Pizarro,CO,4.9533,-77.366,79.88,83,52,6.62,broken clouds
529,Sokoto,NG,13.0609,5.239,89.91,42,64,11.14,broken clouds
530,Accra,GH,5.556,-0.1969,80.92,80,80,6.85,broken clouds
531,Opuwo,NA,-18.0607,13.84,58.53,31,15,6.22,few clouds
532,Ust-Ilimsk,RU,58.0006,102.6619,53.11,43,6,3.06,clear sky
533,Rabo De Peixe,PT,37.8,-25.5833,67.51,77,40,2.3,scattered clouds
534,General Roca,AR,-39.0333,-67.5833,64.8,46,78,2.66,broken clouds
535,Ipswich,GB,52.0592,1.1555,59.13,84,27,5.41,scattered clouds
536,Koulamoutou,GA,-1.1303,12.4736,72.45,97,64,1.23,broken clouds
537,Maple Creek,CA,49.9168,-109.4848,72.46,32,77,17.9,broken clouds
538,Zhanaozen,KZ,43.3,52.8,77.67,46,2,19.6,clear sky
539,Dauriya,RU,49.9333,116.8667,70.25,43,83,8.05,broken clouds
540,Kofele,ET,7.0667,38.7833,49.33,85,70,6.67,broken clouds
541,Omsukchan,RU,62.5333,155.8,53.29,43,0,3.15,clear sky
542,Nsanje,MW,-16.92,35.262,60.22,71,0,0.16,clear sky
543,Venado Tuerto,AR,-33.7456,-61.9688,60.78,68,0,11.14,clear sky
544,Bourail,NC,-21.5667,165.4833,76.37,69,21,2.84,few clouds
545,Vao,NC,-22.6667,167.4833,73.31,77,80,11.68,broken clouds
546,Kirchheim,DE,50.8333,9.5667,54.39,95,29,3.31,scattered clouds
547,Teluknaga,ID,-6.0989,106.6381,79.61,83,20,5.75,few clouds
548,Praia Da Vitoria,PT,38.7333,-27.0667,67.75,92,19,3.29,few clouds
549,Half Moon Bay,US,37.4636,-122.4286,88.57,67,75,1.99,broken clouds
550,Guano,EC,-1.5833,-78.6333,48.02,85,83,4.72,broken clouds
551,Vigrestad,NO,58.5667,5.7,53.01,77,25,21.36,scattered clouds
552,Owensboro,US,37.7742,-87.1133,93.25,62,20,3.44,few clouds
553,Makakilo City,US,21.3469,-158.0858,86.32,47,20,11.5,few clouds
554,Ikom,NG,5.9667,8.7063,74.12,98,100,1.07,overcast clouds
555,Hohhot,CN,40.8106,111.6522,67.57,74,100,4.7,moderate rain
556,Qui Nhon,VN,13.7667,109.2333,80.26,68,100,6.85,overcast clouds
557,Aktanysh,RU,55.7216,54.0829,57.2,89,100,11.39,overcast clouds
558,Acari,PE,-15.4311,-74.6158,67.87,69,0,2.8,clear sky
559,Bilma,NE,18.6853,12.9164,93.42,13,53,12.62,broken clouds
560,Rognan,NO,67.0953,15.3878,49.05,92,93,2.48,light rain
561,Windhoek,NA,-22.5594,17.0832,47.1,46,56,2.26,broken clouds
562,Vardo,NO,70.3705,31.1107,46.54,94,98,9.84,overcast clouds
563,Malanje,AO,-9.5402,16.341,58.66,36,13,3.29,few clouds
564,Ballangen,NO,68.3428,16.8315,50.2,100,90,2.3,overcast clouds
565,Cabras,IT,39.93,8.5314,67.84,77,11,5.39,few clouds
566,Verkhnevilyuysk,RU,63.4453,120.3167,57.49,42,11,7.14,few clouds
567,Tucuma,BR,-0.1833,-50.05,75.56,90,100,3.56,overcast clouds
568,Kasba,IN,25.85,87.55,78.04,89,100,8.34,overcast clouds
569,Necochea,AR,-38.5473,-58.7368,57.04,72,42,8.16,scattered clouds
570,Guozhen,CN,34.3659,107.359,77.0,64,99,3.49,overcast clouds
571,Broken Hill,AU,-31.95,141.4333,53.24,55,91,6.08,overcast clouds
572,Coahuayana,MX,18.7333,-103.6833,78.28,57,53,5.7,broken clouds
573,Rafraf,TN,37.1904,10.1837,66.51,73,1,1.81,clear sky
574,Simga,IN,21.6333,81.7,80.62,77,88,7.23,overcast clouds
575,Ornskoldsvik,SE,63.2909,18.7153,52.75,71,27,17.27,scattered clouds
576,Santa Maria,BR,-29.6842,-53.8069,53.42,85,0,2.73,clear sky
577,Kirakira,SB,-10.4544,161.9205,81.52,80,87,11.14,overcast clouds
578,Mwene-Ditu,CD,-7.0,23.45,65.26,53,0,5.14,clear sky
579,Turukhansk,RU,65.8167,87.9833,41.54,82,73,11.99,broken clouds
580,Kirs,RU,59.3388,52.2447,57.76,84,100,6.62,overcast clouds
581,Yakeshi,CN,49.2833,120.7333,67.06,68,47,4.59,scattered clouds
582,Landeck,AT,47.1301,10.5636,62.08,92,97,3.85,overcast clouds
583,Mehamn,NO,71.0357,27.8492,48.65,95,100,3.2,light rain
584,Kieta,PG,-6.2167,155.6333,83.53,65,7,6.62,clear sky
585,La Rochelle,FR,46.1667,-1.15,73.47,68,0,9.22,clear sky
586,Betsiamites,CA,48.9413,-68.646,62.11,45,7,6.31,clear sky
587,Ramhormoz,IR,31.28,49.6035,86.29,15,0,5.26,clear sky
588,Komsomolskiy,UZ,40.4272,71.7189,68.72,45,68,4.61,broken clouds
589,Foumban,CM,5.7291,10.9001,63.34,95,100,3.8,overcast clouds
590,Baghmara,IN,23.795,86.2085,78.49,91,100,7.23,overcast clouds
591,Polunochnoye,RU,60.8697,60.4153,52.77,63,88,2.82,overcast clouds
592,At-Bashi,KG,41.1702,75.8106,47.86,92,100,2.01,light rain
593,Havelock,US,34.8791,-76.9013,77.05,88,78,1.01,broken clouds
594,Panaba,MX,21.2833,-88.2667,78.58,83,100,6.82,overcast clouds
595,Nyimba,ZM,-14.5566,30.8149,55.94,58,0,2.66,clear sky
596,Ponta Delgada,PT,37.7333,-25.6667,68.72,77,40,2.3,scattered clouds
597,Havoysund,NO,70.9963,24.6622,45.48,98,100,12.77,light rain
598,Biak,ID,-0.9131,122.8766,76.66,83,97,1.79,overcast clouds
599,Rundu,NA,-17.9333,19.7667,50.4,37,21,5.79,few clouds
600,Dera Bugti,PK,29.0307,69.151,87.4,61,1,5.5,clear sky
601,Coronado,US,32.6859,-117.1831,94.48,65,20,8.05,few clouds
602,Dunedin,NZ,-45.8742,170.5036,51.8,90,100,1.99,light rain
603,Ratnagiri,IN,16.9833,73.3,78.44,89,100,10.58,light rain
604,Camacupa,AO,-12.0167,17.4833,51.35,42,5,4.07,clear sky
605,Naryan-Mar,RU,67.6713,53.087,66.69,41,41,9.31,scattered clouds
606,Huber Heights,US,39.8439,-84.1247,90.05,52,1,0.0,clear sky
607,Yatou,CN,37.15,122.3833,69.89,73,26,5.03,scattered clouds
608,Ankazoabo,MG,-22.2833,44.5167,64.98,59,62,5.44,broken clouds
609,Skala,PL,50.2305,19.8536,56.17,89,75,9.22,broken clouds
610,Khuzhir,RU,53.1939,107.3397,45.99,69,93,4.56,overcast clouds
611,Chicama,PE,-7.8447,-79.1469,64.94,77,21,7.65,few clouds
612,Sharan,RU,54.8167,54.0,58.14,90,100,8.48,overcast clouds
613,Shelui,TZ,-4.3667,34.2,66.0,62,42,10.67,scattered clouds
614,Dicabisagan,PH,17.0818,122.4157,83.07,73,99,5.21,overcast clouds
615,Lensk,RU,60.7253,114.9278,57.47,40,1,4.09,clear sky
616,Nipawin,CA,53.3668,-104.0009,70.79,49,40,13.82,scattered clouds
617,Jutai,BR,-5.1833,-68.9,75.02,90,94,2.24,overcast clouds
618,Acapulco,MX,16.8634,-99.8901,84.02,70,75,9.22,broken clouds
619,Ust-Nera,RU,64.5667,143.2,67.84,38,50,5.64,scattered clouds
620,Svetlyy,RU,54.675,20.1347,59.05,76,31,21.74,scattered clouds
621,Velyka Bahachka,UA,49.7912,33.7226,58.15,89,1,4.74,clear sky
622,Kollam,IN,8.8833,76.6,78.67,87,100,11.61,overcast clouds
623,Tuy Hoa,VN,13.0833,109.3,78.62,70,98,5.08,overcast clouds
624,Tselinnoye,RU,53.0833,85.6667,46.33,85,77,4.0,broken clouds
625,Yicheng,CN,31.3705,119.8703,74.55,90,100,5.77,heavy intensity rain
626,Griffith,US,41.5284,-87.4237,83.57,78,1,6.91,clear sky
627,Humboldt,US,40.6665,-123.9178,70.68,49,66,8.66,broken clouds
628,Puerto Ayacucho,VE,5.6639,-67.6236,74.17,92,100,3.85,overcast clouds
629,Chiredzi,ZW,-21.05,31.6667,56.21,64,0,3.24,clear sky
630,Tema,GH,5.667,-0.0166,80.85,79,72,6.38,broken clouds
631,Lubao,PH,14.9167,120.55,82.15,81,100,0.76,overcast clouds
632,Partizanske,SK,48.6286,18.3846,63.75,94,100,8.46,overcast clouds
633,Ayame,CI,5.6083,-3.1563,75.09,96,73,2.64,broken clouds
634,Jumla,NP,29.2747,82.1838,58.59,90,89,4.03,overcast clouds
635,George Town,MY,5.4112,100.3354,83.89,82,20,1.14,few clouds
636,Petukhovo,RU,55.0692,67.9019,54.88,62,84,6.44,broken clouds
637,Stettler,CA,52.3168,-112.7186,68.23,37,20,7.58,few clouds
638,Ati,TD,13.2154,18.3353,92.66,32,71,12.84,broken clouds
639,Tha Chang,TH,9.2642,99.1922,80.15,93,95,10.0,overcast clouds
640,Kungurtug,RU,50.5994,97.5228,49.26,91,98,3.42,overcast clouds
641,Uberaba,BR,-19.7483,-47.9319,63.14,60,45,2.01,scattered clouds
642,Hailar,CN,49.2,119.7,68.85,59,32,6.42,scattered clouds
643,Erzurum,TR,40.0,41.5,51.48,85,62,5.41,broken clouds
644,Chipinge,ZW,-20.1883,32.6236,50.67,67,0,2.26,clear sky
645,Inirida,CO,3.8653,-67.9239,71.71,98,100,0.85,overcast clouds
646,Alghero,IT,40.5589,8.3181,66.29,94,22,4.61,few clouds
647,Laguna De Perlas,NI,12.3429,-83.6712,82.49,76,38,7.85,scattered clouds
648,Carndonagh,IE,55.25,-7.2667,59.61,90,99,5.82,overcast clouds
649,Zharkent,KZ,44.1628,80.0,59.56,45,100,2.48,overcast clouds
650,Lipari,IT,38.4674,14.954,72.73,75,2,7.29,clear sky
651,Semnan,IR,35.5729,53.3971,81.57,27,0,7.11,clear sky
652,Chapais,CA,49.7834,-74.8492,66.88,25,60,7.38,broken clouds
653,Kirovskiy,RU,45.0917,133.5136,69.76,73,3,4.16,clear sky
654,Viedma,AR,-40.8135,-62.9967,57.38,62,62,4.72,broken clouds
655,Namatanai,PG,-3.6667,152.4333,83.43,70,1,7.56,clear sky
656,Saravan,AM,39.7196,45.6483,61.45,73,49,6.6,scattered clouds
657,Broome,US,42.2506,-75.833,76.8,65,40,4.61,scattered clouds
658,Bograd,RU,54.2344,90.8328,46.15,72,100,5.3,overcast clouds
659,Ayan,RU,56.45,138.1667,48.24,67,100,5.66,overcast clouds
660,Yongzhou,CN,26.4559,111.5988,77.94,90,11,3.85,few clouds
661,Zyryanka,RU,65.75,150.85,67.78,31,44,15.5,scattered clouds
662,Zarubino,RU,42.63,131.0922,62.78,88,95,2.95,overcast clouds
663,Babu,CN,24.4167,111.5167,77.58,91,39,2.46,scattered clouds
664,Nagua,DO,19.3832,-69.8474,78.85,89,40,0.0,scattered clouds
665,Farah,AF,32.5,62.5,82.78,12,0,7.11,clear sky
666,Iquique,CL,-20.2208,-70.1431,60.84,80,2,3.74,clear sky
667,Key West,US,24.5557,-81.7826,84.99,74,20,9.22,few clouds
668,Arrecife,ES,28.963,-13.5477,68.07,73,20,17.27,few clouds
669,Sorong,ID,-0.8833,131.25,80.2,82,24,1.45,few clouds
670,Tabuk,PH,17.4189,121.4443,78.04,86,97,2.19,overcast clouds
671,Adeje,ES,28.1227,-16.726,67.08,64,0,4.0,clear sky
672,Tarauaca,BR,-8.1614,-70.7656,74.84,78,88,1.16,overcast clouds
673,Paita,PE,-5.0892,-81.1144,70.36,81,27,17.98,scattered clouds
674,Lampang,TH,18.3333,99.5,78.33,92,100,2.15,light rain
675,San Cristobal,VE,7.7669,-72.225,75.38,88,84,4.14,broken clouds
676,Pontian Kecil,MY,1.4801,103.3899,78.93,84,49,3.0,light rain
677,Acarau,BR,-2.8856,-40.12,78.19,84,52,7.49,broken clouds
678,Aitape,PG,-3.1374,142.3475,81.68,75,4,3.42,clear sky
679,Tromso,NO,69.6496,18.957,47.05,87,0,0.0,clear sky
680,Matagami,CA,49.7502,-77.6328,68.04,36,99,4.32,overcast clouds
681,Zaragoza,ES,41.6561,-0.8773,78.89,65,0,1.01,clear sky
682,Thinadhoo,MV,0.5333,72.9333,82.6,75,23,8.25,few clouds
683,Brownwood,US,31.7093,-98.9912,102.29,31,0,11.16,clear sky
684,Urucara,BR,-2.5364,-57.76,80.08,74,53,2.89,broken clouds
685,Brownsville,US,25.9018,-97.4975,89.58,62,40,5.99,scattered clouds
686,Sorland,NO,67.667,12.6934,48.83,82,100,12.17,overcast clouds
687,Luanda,AO,-8.8368,13.2343,72.34,92,55,6.62,broken clouds
688,Raudeberg,NO,61.9875,5.1352,49.19,91,95,15.08,overcast clouds
689,Sarangani,PH,5.4033,125.4636,83.26,72,73,8.19,broken clouds
690,Ulladulla,AU,-35.35,150.4667,57.87,66,8,5.73,clear sky
691,Satana,IN,20.5833,74.2,77.47,78,68,7.52,broken clouds
692,Kletskaya,RU,49.3145,43.0584,62.92,81,1,7.02,clear sky
693,Ferkessedougou,CI,9.6,-5.2,83.62,55,81,4.18,broken clouds
694,Fairbanks,US,64.8378,-147.7164,67.96,42,75,14.97,broken clouds
695,Darnah,LY,32.767,22.6367,71.29,81,0,13.35,clear sky
696,Popondetta,PG,-8.7537,148.2534,83.68,62,17,0.54,few clouds
697,Okhotsk,RU,59.3833,143.3,56.23,56,4,4.32,clear sky
698,Yanam,IN,16.7333,82.2167,79.84,83,100,9.78,heavy intensity rain
699,North Platte,US,41.1239,-100.7654,86.32,31,1,3.0,clear sky
700,Smolenka,RU,52.1352,113.4974,57.27,77,20,4.47,few clouds
701,Cubuk,TR,40.2386,33.0322,55.76,93,20,1.14,few clouds
702,Salinas,US,36.6777,-121.6555,91.56,64,1,17.27,clear sky
703,Barra Do Garcas,BR,-15.89,-52.2567,75.99,52,88,2.55,overcast clouds
704,Walvis Bay,NA,-22.9575,14.5053,57.09,71,86,4.94,overcast clouds
705,Hualmay,PE,-11.0964,-77.6139,66.22,82,9,9.82,clear sky
706,Islamkot,PK,24.6997,70.177,84.15,69,0,17.22,clear sky
707,Oranjemund,NA,-28.55,16.4333,58.53,76,70,9.82,broken clouds
708,Tiangua,BR,-3.7322,-40.9917,68.04,91,99,2.48,overcast clouds
709,Shingu,JP,33.7333,135.9833,76.19,87,100,0.58,overcast clouds
710,Maskinonge,CA,46.2286,-73.0192,68.63,71,74,7.09,broken clouds
711,Tolaga Bay,NZ,-38.3667,178.3,60.12,65,83,5.23,broken clouds
